accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample	oat	day	genus	genus_group
zr26742_2	FontanaF_2023__SRR20746854__bin.2	0.1936	96.54	1.371	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	oat_10_d1	oat_10	day1	Enterobacter	Enterobacter
zr26742_2	LeechJ_2020__ERS3967741__bin.4	0.0897	95.1	1.216	ERS3967741_k141_1495	66.07142857	0	29	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A mycoides	oat_10_d1	oat_10	day1	Bacillus_A	Bacillus
zr26742_2	CM_UNINA_FFOOD__FFOOD_289__bin.32	0.1557	97.01	1.182	NODE_38_length_116599_cov_69.9888_ID_20640	82.32	1.9	257	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia nimipressuralis	oat_10_d1	oat_10	day1	Lelliottia	Lelliottia
zr26742_2	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	0.0398	95.15	0.63	WK023-1-L-48h-02G3_S117_k141_1117	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_10_d1	oat_10	day1	Leuconostoc	Leuconostoc
zr26742_2	MAG_116	0.0225	96.97	0.628	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_10_d1	oat_10	day1	Leuconostoc	Leuconostoc
zr26742_2	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.035	99.57	0.625	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	oat_10_d1	oat_10	day1	Leuconostoc	Leuconostoc
zr26742_2	YuY_2022__SRR16950700__bin.23	0.028	98.89	0.448	NODE_137_length_39565_cov_54.0000_ID_37700	94.14	3.41	270	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	oat_10_d1	oat_10	day1	Priestia	Priestia
zr26742_2	GCF_009913915.1_ASM991391v1_genomic	0.0248	98.72	0.381	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	oat_10_d1	oat_10	day1	Leuconostoc	Leuconostoc
zr26742_2	MotaGutierrezJ_2021__SRR11602140__bin.22	0.037	98.24	0.321	NODE_306_length_23997_cov_9.0000_ID_64100	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea dispersa	oat_10_d1	oat_10	day1	Pantoea	Pantoea
zr26742_2	MAG_45	0.0256	97.14	0.317	MAG_45_0	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	oat_10_d1	oat_10	day1	Enterococcus_D	Enterococcus
zr26742_2	KharnaiorP_2023__SRR22859377__bin.10	0.0229	98.82	0.268	NODE_8_length_174488_cov_60.9499_ID_127332	87.3	1.14	139	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D sp001297065	oat_10_d1	oat_10	day1	Enterococcus_D	Enterococcus
zr26742_2	SEM_41_S58.18	0.0269	96.01	0.232	SEM_41_S58.18_SEM_41_S58_scaffold_33	67.4	0	639	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_B	Pseudomonas B benzopyrenica	oat_10_d1	oat_10	day1	Pseudomonas_B	Pseudomonas_B
zr26742_2	LeechJ_xxxx__AF27__bin.5	0.014	95.28	0.2	AF27_k141_52	61.28164465	0.44837907	808	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E parafulva B	oat_10_d1	oat_10	day1	Pseudomonas_E	Pseudomonas_E
zr26742_2	CM_UNINA_FFOOD__FFOOD_266__bin.6	0.0265	98.7	0.164	NODE_1_length_400287_cov_21.9997_ID_32608	79.16	1.36	227	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E simiae	oat_10_d1	oat_10	day1	Pseudomonas_E	Pseudomonas_E
zr26742_2	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.0087	99.01	0.161	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	oat_10_d1	oat_10	day1	Leuconostoc	Leuconostoc
zr26742_2	MASTER_WP4_CSIC_1__P2235_73323__bin.9	0.0085	97.47	0.096	P2235_73323_k141_1719	99.62546816	0	44	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	Enterococcus faecalis	oat_10_d1	oat_10	day1	Enterococcus	Enterococcus
zr26742_2	CM_UNINA_FFOOD__FFOOD_226__bin.6	0.0071	98.81	0.075	NODE_2_length_319059_cov_34.9987_ID_36074	100	4.65	51	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B hirae	oat_10_d1	oat_10	day1	Enterococcus_B	Enterococcus
zr26742_3	LeechJ_xxxx__AF68__bin.13	22.995	99.31	402	AF68_k141_238	98.03664921	2.137870855	195	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;NA	NA spp.	oat_4_d6	oat_4	day6	NA	NA
zr26742_3	FalardeauJ_2023__SRR20811279__bin.3	20.4221	99.42	201	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	oat_4_d6	oat_4	day6	Lactiplantibacillus	Lactiplantibacillus
zr26742_3	YulandiA_2020__SRS6115052__bin.21	11.3954	99.04	188	SRS6115052_k141_129	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella paramesenteroides	oat_4_d6	oat_4	day6	Weissella	Weissella
zr26742_3	FontanaF_2023__SRR20746854__bin.2	23.6281	96.99	162	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	oat_4_d6	oat_4	day6	Enterobacter	Enterobacter
zr26742_3	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	3.4722	99.82	60	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	oat_4_d6	oat_4	day6	Leuconostoc	Leuconostoc
zr26742_3	YulandiA_2020__SRS6115053__bin.10	3.5941	99.88	37	SRS6115053_k141_3360	97.73584906	0.377358491	114	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D gallinarum	oat_4_d6	oat_4	day6	Enterococcus_D	Enterococcus
zr26742_3	MAG_19	5.9923	99.45	35	MAG_19_0	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella pneumoniae	oat_4_d6	oat_4	day6	Klebsiella	Klebsiella
zr26742_3	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	1.4899	99.39	19	TGS12-29_k141_701	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B faecium	oat_4_d6	oat_4	day6	Enterococcus_B	Enterococcus
zr26742_3	EBC_134.5	3.0453	98.99	15	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_4_d6	oat_4	day6	Clostridium	Clostridium
zr26742_3	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	0.9431	98	10.073	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_4_d6	oat_4	day6	Enterococcus_B	Enterococcus
zr26742_3	GCF_001885995.1_ASM188599v1_genomic	0.6903	98.04	9.104	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G	Enterococcus G italicus	oat_4_d6	oat_4	day6	Enterococcus_G	Enterococcus
zr26742_3	LeechJ_xxxx__AF66__bin.10	0.5062	96.07	6.585	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_4_d6	oat_4	day6	Clostridium	Clostridium
zr26742_3	FontanaF_2023__SRR20746839__bin.4	0.2755	98.49	4.993	NODE_2_length_148631_cov_25.9785_ID_15265	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus fermentum	oat_4_d6	oat_4	day6	Limosilactobacillus	Limosilactobacillus
zr26742_3	P.1_bin.1	0.7176	96.68	4.87	P.1_bin.1_k77_21174	98.9	0.71	143	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter	Cronobacter malonaticus	oat_4_d6	oat_4	day6	Cronobacter	Cronobacter
zr26742_3	LeechJ_xxxx__AF15__bin.4	0.2356	99.46	1.917	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	oat_4_d6	oat_4	day6	Bacillus_A	Bacillus
